tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,Month-to-month,One year,Two year,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,yj_tenure,yj_monthly_charges,yj_total_charges,MonthlyCharges_over_Median
1,0,39.65,39.65,1,1,0,0,0,0,1,0,-1.64951068859475,-0.8229574296050168,-1.7287290966750408,-30.7
12,1,19.8,202.25,0,0,1,0,1,0,0,0,-0.6690121449776787,-1.5138134611164333,-1.1220405443900223,-50.55
1,1,20.15,20.15,1,1,0,0,0,0,0,1,-1.64951068859475,-1.5013137577772593,-1.9125487166763813,-50.2
58,1,59.9,3505.1,0,0,0,1,0,1,0,0,1.002685710588044,-0.14351650833964863,0.7944434859388944,-10.45
49,1,59.6,2970.3,0,1,0,0,0,1,0,0,0.7600695254995882,-0.15344953546679213,0.641307432187388,-10.75
30,1,55.3,1530.6,0,1,0,0,1,0,0,0,0.15223372353283068,-0.29621700014765173,0.08863031218514467,-15.05
47,1,99.35,4749.15,1,1,0,0,0,0,1,0,0.7029412865073081,1.1376191802428168,1.0926860776541565,29.0
1,0,30.2,30.2,1,1,0,0,0,0,1,0,-1.64951068859475,-1.147839881366244,-1.8068525105800421,-40.15
72,1,90.25,6369.45,0,0,0,1,0,1,0,0,1.3423997654271964,0.8459203066308103,1.403588519369163,19.9
17,1,64.7,1093.1,1,1,0,0,0,0,0,1,-0.3981465169371277,0.014950382242448407,-0.1583308310321011,-5.65
71,1,96.35,6766.95,0,0,0,1,0,1,0,0,1.3193994974194543,1.0416714560302989,1.470634255235818,26.0
2,1,95.5,181.65,0,1,0,0,0,1,0,0,-1.5006572680319321,1.0144482628370497,-1.170439099195569,25.15
27,1,66.15,1874.45,0,0,1,0,0,0,0,1,0.038755248387426125,0.06265588967737289,0.24780579669624714,-4.2
1,1,20.2,20.2,0,1,0,0,1,0,0,0,-1.64951068859475,-1.4995292931128832,-1.911937689041625,-50.15
1,1,45.25,45.25,0,1,0,0,1,0,0,0,-1.64951068859475,-0.6330547773441222,-1.6886768429079368,-25.1
72,1,99.9,7251.7,0,0,0,1,1,0,0,0,1.3423997654271964,1.1551872792359332,1.5485287442466378,29.55
5,1,69.7,316.9,1,1,0,0,0,0,1,0,-1.1744883931411274,0.1791462220370201,-0.9046124983836399,-0.65
46,1,74.8,3548.3,0,1,0,0,0,1,0,0,0.6738832112071088,0.3457763654978483,0.8060316860416014,4.45
34,1,106.35,3549.25,1,1,0,0,0,0,1,0,0.29446662195478274,1.3607148974946741,0.8062853330813585,36.0
11,1,97.85,1105.4,1,1,0,0,1,0,0,0,-0.7298116152432648,1.0896712254912124,-0.1504570070132333,27.5
10,1,49.55,475.7,0,0,1,0,0,0,0,1,-0.7934821062361607,-0.48835610498210114,-0.6852266355453325,-20.8
70,1,69.2,4872.35,0,0,0,1,0,1,0,0,1.2962219315344548,0.1627648037990962,1.1188988466094218,-1.15
17,1,20.75,418.25,0,0,1,0,0,0,0,1,-0.3981465169371277,-1.4799197857096422,-0.7572185893007277,-49.6
63,1,79.85,4861.45,0,0,0,1,0,1,0,0,1.128668673171682,0.5099877227282329,1.1165997785221797,9.5
13,1,76.2,981.45,0,1,0,0,0,0,1,0,-0.6107472632943244,0.3913762049589979,-0.23301122765954657,5.85
49,1,84.5,3906.7,0,1,0,0,0,0,1,0,0.7600695254995882,0.6605465631090969,0.8983241515514,14.15
2,1,49.25,97.0,0,1,0,0,0,0,0,1,-1.5006572680319321,-0.4984220581411465,-1.4277732907943284,-21.1
2,1,80.65,144.15,1,1,0,0,0,0,1,0,-1.5006572680319321,0.5359332743007579,-1.2701799410148116,10.3
52,1,79.75,4217.8,0,0,0,1,0,1,0,0,0.8434416676242629,0.5067432475232737,0.9734419969699682,9.4
69,1,64.15,4254.1,0,0,0,1,0,1,0,0,1.2728631746441463,-0.003164333532760916,0.9819346063469266,-6.2
43,1,90.25,3838.75,0,1,0,0,0,0,1,0,0.5845984244882567,0.8459203066308103,0.8813265278564391,19.9
15,1,99.1,1426.4,1,1,0,0,0,1,0,0,-0.5007629740697964,1.1296314171832205,0.0351443362285122,28.75
25,1,69.5,1752.65,0,1,0,0,0,1,0,0,-0.040679185263632685,0.17259464746749884,0.19412423900971865,-0.85
8,1,80.65,633.3,1,1,0,0,0,1,0,0,-0.9312131934186263,0.5359332743007579,-0.5164443381095559,10.3
60,1,74.85,4456.35,0,0,1,0,0,1,0,0,1.0537615059970018,0.3474059570617852,1.0282868965993421,4.5
18,1,95.45,1752.55,1,1,0,0,0,0,1,0,-0.34920082513285305,1.0128463684458808,0.1940790379192174,25.1
63,1,99.65,6311.2,0,0,1,0,0,1,0,0,1.128668673171682,1.1472026268548312,1.3935031497771904,29.3
66,1,108.45,7076.35,0,0,1,0,0,0,1,0,1.2016586436086107,1.427438777440126,1.5208134758458356,38.1
34,1,24.95,894.3,0,0,0,1,0,1,0,0,0.29446662195478274,-1.331273878426817,-0.2958420586006244,-45.4
72,1,107.5,7853.7,0,0,0,1,0,1,0,0,1.3423997654271964,1.3972655572091006,1.6400282012002843,37.15
47,1,100.5,4707.1,0,1,0,0,0,0,1,0,0.7029412865073081,1.1743447076555074,1.083623113744475,30.15
60,1,89.9,5450.7,0,1,0,0,1,0,0,0,1.0537615059970018,0.8346609809373841,1.235730463265146,19.55
72,0,42.1,2962.0,0,0,0,1,1,0,0,0,1.3423997654271964,-0.7396598993246537,0.6387739900778804,-28.25
18,1,54.4,957.1,0,0,1,0,0,1,0,0,-0.34920082513285305,-0.32619500100105364,-0.25013304715504847,-15.95
9,1,94.4,857.25,1,1,0,0,0,0,1,0,-0.8604404110614414,0.9791928820807234,-0.32394288845866126,24.05
3,1,75.3,244.1,0,1,0,0,0,0,1,0,-1.3774251677095442,0.3620688471703675,-1.03401975640538,4.95
47,1,78.9,3650.35,0,0,1,0,0,0,1,0,0.7029412865073081,0.47915362328076344,0.8329937882995765,8.55
31,1,79.2,2497.2,0,0,0,1,0,0,0,1,0.18870045504800334,0.48889351177108425,0.48758482849040763,8.85
50,1,20.15,930.9,0,0,0,1,1,0,0,0,0.7881601344608674,-1.5013137577772593,-0.26892245607383375,-50.2
10,1,79.85,887.35,0,1,0,0,0,0,0,1,-0.7934821062361607,0.5099877227282329,-0.30104629481176093,9.5
1,1,49.05,49.05,0,1,0,0,0,0,0,1,-1.64951068859475,-0.5051350686141726,-1.6635188211005691,-21.3
52,1,20.4,1090.65,0,0,1,0,0,0,1,0,0.8434416676242629,-1.4923944221032797,-0.1599070785003413,-49.95
64,1,111.6,7099.0,0,0,0,1,1,0,0,0,1.1532048597782154,1.5273544342734524,1.524422094705015,41.25
62,1,24.25,1424.6,0,0,0,1,1,0,0,0,1.1039196022329891,-1.3559212811702477,0.03419514171695016,-46.1
3,1,64.5,177.4,0,1,0,0,1,0,0,0,-1.3774251677095442,0.008364466395666171,-1.180926755766028,-5.85
56,1,110.5,6139.5,0,0,1,0,0,0,1,0,0.950643434792482,1.492486144741693,1.3633651451494238,40.15
46,1,55.65,2688.85,0,0,1,0,0,1,0,0,0.6738832112071088,-0.2845681270876362,0.5522756099369602,-14.7
8,1,54.65,482.25,0,1,0,0,0,0,0,1,-0.9312131934186263,-0.31786432521427793,-0.6774376479854706,-15.7
30,1,74.75,2111.3,0,1,0,0,0,0,1,0,0.15223372353283068,0.34414669742599524,0.34515293229675537,4.4
45,1,25.9,1216.6,0,0,1,0,0,1,0,0,0.6444812735320022,-1.2978992018828723,-0.08208241960748607,-44.45
1,1,79.35,79.35,1,1,0,0,0,0,1,0,-1.64951068859475,0.49376248308621734,-1.5016673866815347,9.0
11,0,50.55,565.35,0,1,0,0,0,0,1,0,-0.7298116152432648,-0.45483347858028544,-0.5848650972119934,-19.8
7,1,75.15,496.9,1,1,0,0,1,0,0,0,-1.0064820089535154,0.35718190279925044,-0.6602976123260141,4.8
42,1,103.8,4327.5,0,1,0,0,1,0,0,0,0.5540920985342753,1.279567865155815,0.9989430855901769,33.45
49,1,20.15,973.35,0,0,0,1,1,0,0,0,0.7600695254995882,-1.5013137577772593,-0.23867126187328017,-50.2
9,1,99.3,918.75,0,1,0,0,0,1,0,0,-0.8604404110614414,1.1360217410483244,-0.27776995251463554,28.95
35,1,62.15,2215.45,0,0,1,0,1,0,0,0,0.32860085336873746,-0.06912854821640935,0.38539012698745134,-8.2
48,1,20.65,1057.0,0,0,0,1,1,0,0,0,0.7316665616121936,-1.4834824996172558,-0.18182835865905428,-49.7
46,1,19.95,927.1,0,0,0,1,0,0,0,1,0.6738832112071088,-1.5084546268396353,-0.27168027199831196,-50.4
29,0,33.75,1009.25,0,1,0,0,0,0,0,1,0.1151106542720647,-1.0250701460462042,-0.21384655960401633,-36.6
30,1,82.05,2570.2,0,1,0,0,1,0,0,0,0.15223372353283068,0.5812945806484684,0.5126486948854599,11.7
1,1,74.7,74.7,0,1,0,0,0,0,1,0,-1.64951068859475,0.34251695279213074,-1.5231348172324162,4.35
66,1,84.0,5714.25,0,0,0,1,0,0,0,1,1.2016586436086107,0.6443859668147978,1.2859155602281895,13.65
65,1,111.05,7107.0,0,1,0,0,0,1,0,0,1.177533226731727,1.5099233348761423,1.525694608252452,40.7
72,1,100.9,7459.05,0,0,0,1,1,0,0,0,1.3423997654271964,1.1871118465547814,1.5806636459069077,30.55
12,1,78.95,927.35,1,1,0,0,0,0,1,0,-0.6690121449776787,0.48077711852285077,-0.27149857795527993,8.6
71,1,66.85,4748.7,0,0,1,0,0,1,0,0,1.3193994974194543,0.08565980783846236,1.0925894075856586,-3.5
5,1,21.05,113.85,1,1,0,0,0,0,0,1,-1.1744883931411274,-1.469238615096428,-1.366000772020809,-49.3
52,1,21.0,1107.2,0,0,0,1,1,0,0,0,0.8434416676242629,-1.4710180881829948,-0.1493102289683364,-49.35
25,1,98.5,2514.5,1,1,0,0,0,0,1,0,-0.040679185263632685,1.1104549850058925,0.4935735610277713,28.15
1,1,20.2,20.2,0,1,0,0,0,0,0,1,-1.64951068859475,-1.4995292931128832,-1.911937689041625,-50.15
1,1,19.45,19.45,0,1,0,0,0,0,1,0,-1.64951068859475,-1.5263281441281547,-1.9212185088576206,-50.9
38,1,95.0,3605.6,0,0,1,0,1,0,0,0,0.42796708369087405,0.9984266552397718,0.8212407913527565,24.65
66,0,45.55,3027.25,0,0,1,0,1,0,0,0,1.2016586436086107,-0.6229294067885797,0.6585495057117597,-24.8
68,1,110.0,7611.85,1,0,0,1,1,0,0,0,1.2493191910649597,1.4766288412807502,1.603920253828128,39.65
5,0,24.3,100.2,0,1,0,0,0,0,0,1,-1.1744883931411274,-1.3541591549001697,-1.415463082504767,-46.05
72,1,104.15,7303.05,0,0,1,0,0,0,1,0,1.3423997654271964,1.2907139395127565,1.5565501754494366,33.8
32,0,30.15,927.65,0,0,1,0,0,0,0,1,0.224542435670572,-1.149575890697843,-0.27128059331375326,-40.2
43,1,94.35,3921.3,0,0,1,0,0,0,0,1,0.5845984244882567,0.97758967973291,0.9019474855488948,24.0
72,1,19.4,1363.25,0,0,0,1,0,1,0,0,1.3423997654271964,-1.5281171947201795,0.0012948358941738624,-50.95
55,1,96.75,5238.9,1,1,0,0,0,0,1,0,0.9242434306301404,1.0544765087382901,1.194069847670809,26.4
52,1,57.95,3042.25,0,0,1,0,0,1,0,0,0.8434416676242629,-0.20814426023909247,0.6630505576273555,-12.4
43,1,91.65,3954.1,0,1,0,0,0,0,1,0,0.5845984244882567,0.8909270016104038,0.9100510088312124,21.3
37,1,76.5,2868.15,1,1,0,0,0,0,1,0,0.39533012829048825,0.4011399074930501,0.609752417836732,6.15
64,0,54.6,3423.5,0,0,0,1,0,0,1,0,1.1532048597782154,-0.3195302469053649,0.7722605909854895,-15.75
3,1,89.85,248.4,0,1,0,0,0,0,1,0,-1.3774251677095442,0.8330522542181662,-1.025629492943316,19.5
36,0,31.05,1126.35,0,0,0,1,1,0,0,0,0.36221479577601007,-1.1183577428302418,-0.13719504985463957,-39.3
10,1,100.25,1064.65,1,1,0,0,0,0,1,0,-0.7934821062361607,1.1663634280687731,-0.1767995432464382,29.9
41,1,20.65,835.15,0,0,0,1,0,0,0,1,0.5231909668554814,-1.4834824996172558,-0.34113868136717657,-49.7
27,1,85.2,2151.6,0,1,0,0,0,1,0,0,0.038755248387426125,0.6831601093762744,0.36089439736853707,14.85
56,1,99.8,5515.45,0,0,1,0,0,1,0,0,0.950643434792482,1.1519935874454443,1.2482251715806778,29.45
6,1,20.7,112.75,0,1,0,0,0,0,0,1,-1.0871551037834613,-1.4817009965977623,-1.3698189194032475,-49.65
3,1,74.4,229.55,1,1,0,0,0,0,1,0,-1.3774251677095442,0.33273687414798264,-1.0632513184336494,4.05
7,1,50.7,350.35,0,1,0,0,0,0,0,1,-1.0064820089535154,-0.44980909752771286,-0.8525145742111865,-19.65
4,1,20.85,62.9,0,1,0,0,0,0,0,1,-1.2703041619828765,-1.4763582374537116,-1.582416140607077,-49.5
33,1,88.95,3027.65,0,0,0,1,0,0,1,0,0.25978882803406383,0.8040843613119827,0.6586697495295774,18.6
27,1,78.05,2135.5,1,1,0,0,0,0,1,0,0.038755248387426125,0.4515431009083923,0.3546322339325684,7.7
72,1,23.55,1723.95,0,0,0,1,1,0,0,0,1.3423997654271964,-1.3806173706436475,0.18107179147955257,-46.8
1,1,19.75,19.75,0,1,0,0,0,0,0,1,-1.64951068859475,-1.5156003495469343,-1.9174761731449008,-50.6
71,0,56.45,3985.35,0,0,1,0,0,0,1,0,1.3193994974194543,-0.257961308190137,0.9177250544916757,-13.9
13,1,85.95,1215.65,0,1,0,0,0,0,1,0,-0.6107472632943244,0.7073744122497783,-0.08264640798176597,15.6
25,0,58.6,1502.65,1,1,0,0,0,1,0,0,-0.040679185263632685,-0.18658501216471052,0.07455700899725302,-11.75
67,1,50.55,3260.1,0,0,0,1,1,0,0,0,1.2255857951871587,-0.45483347858028544,0.7266262105789023,-19.8
1,0,35.45,35.45,1,1,0,0,0,0,1,0,-1.64951068859475,-0.9666003687637,-1.761566607940208,-34.9
2,1,44.35,81.25,1,1,0,0,0,0,1,0,-1.5006572680319321,-0.6634590740836669,-1.4931622950368904,-26.0
43,1,25.7,1188.2,0,0,0,1,0,1,0,0,0.5845984244882567,-1.304918378715298,-0.09908656656284764,-44.65
23,1,75.0,1778.5,0,1,0,0,1,0,0,0,-0.1235691070706996,0.3522942732459517,0.20574472883982428,4.65
64,1,20.2,1277.75,0,0,0,1,0,0,0,1,1.1532048597782154,-1.4995292931128832,-0.046451069474722245,-50.15
57,1,19.6,1170.55,0,0,0,1,0,0,0,1,0.9767885976958255,-1.520962856900788,-0.10980760415899417,-50.75
1,1,70.45,70.45,1,1,0,0,0,0,0,1,-1.64951068859475,0.2037029121876526,-1.5436346505491028,0.1
72,1,88.05,6425.65,0,0,0,1,0,1,0,0,1.3423997654271964,0.77509583186124,1.4132539090772678,17.7
8,1,71.15,563.65,1,1,0,0,0,0,1,0,-0.9312131934186263,0.22660593909169277,-0.5866537268680145,0.8
61,1,101.05,5971.25,0,0,0,1,1,0,0,0,1.0789523761275142,1.191898603361095,1.3332161032707315,30.7
64,1,84.3,5289.05,0,0,1,0,0,1,0,0,1.1532048597782154,0.6540831339491368,1.2040462776465237,13.95
71,1,23.95,1756.2,0,0,0,1,1,0,0,0,1.3193994974194543,-1.3664992730414507,0.1957276325100057,-46.4
65,1,99.05,6416.7,0,0,0,1,0,1,0,0,1.177533226731727,1.128033694293521,1.4117189053702113,28.7
3,1,19.6,61.35,0,0,1,0,0,0,0,1,-1.3774251677095442,-1.520962856900788,-1.5907971239112448,-50.75
1,1,45.65,45.65,1,1,0,0,0,0,1,0,-1.64951068859475,-0.6195553167095995,-1.6859575155647586,-24.7
30,1,64.5,1929.95,0,0,1,0,0,1,0,0,0.15223372353283068,0.008364466395666171,0.2714062091868833,-5.85
15,1,69.5,1071.4,0,1,0,0,0,0,0,1,-0.5007629740697964,0.17259464746749884,-0.17238468544830932,-0.85
8,1,68.55,564.35,0,1,0,0,0,0,1,0,-0.9312131934186263,0.14145653244408024,-0.585916746090617,-1.8
7,1,95.0,655.5,1,1,0,0,0,0,0,1,-1.0064820089535154,0.9984266552397718,-0.4952800546168138,24.65
70,1,108.15,7930.55,0,0,1,0,0,1,0,0,1.2962219315344548,1.4179124134697956,1.6513279115587263,37.8
62,1,86.1,5215.25,0,0,0,1,0,0,1,0,1.1039196022329891,0.7122154850960875,1.1893403609004731,15.75
6,1,19.7,113.5,0,1,0,0,0,0,0,1,-1.0871551037834613,-1.5173875444584635,-1.3672126645733453,-50.65
14,1,80.9,1152.8,0,1,0,0,1,0,0,0,-0.5547408378026305,0.5440375409901922,-0.12071168924668764,10.55
22,1,84.15,1821.95,0,1,0,0,1,0,0,0,-0.1664493239068418,0.649234854336278,0.22499623126154233,13.8
22,1,20.15,419.9,0,0,1,0,0,0,0,1,-0.1664493239068418,-1.5013137577772593,-0.7550511941469115,-50.2
16,1,64.25,1024.0,0,0,0,1,0,0,0,1,-0.448619898948372,0.00013005809258988957,-0.20383769098569543,-6.1
10,1,25.7,251.6,0,0,0,1,1,0,0,0,-0.7934821062361607,-1.304918378715298,-1.019455396920632,-44.65
13,1,56.0,764.55,0,1,0,0,0,0,1,0,-0.6107472632943244,-0.27292437527789054,-0.3984504210754077,-14.35
20,1,82.4,1592.35,1,1,0,0,0,0,1,0,-0.25541534333978894,0.5926263698815702,0.11905578741935849,12.05
2,1,69.7,135.2,0,1,0,0,0,0,1,0,-1.5006572680319321,0.1791462220370201,-1.296790895637187,-0.65
53,1,73.9,3958.25,0,0,0,1,1,0,0,0,0.8706501574850521,0.3164305817858895,0.9110727227166681,3.55
11,1,20.6,233.9,0,0,1,0,0,0,0,1,-0.7298116152432648,-1.485264295490869,-1.0543710426732011,-49.75
69,1,19.9,1363.45,0,0,0,1,0,0,0,1,1.2728631746441463,-1.510240600546022,0.0014038682011726018,-50.45
4,1,70.9,273.0,1,1,0,0,1,0,0,0,-1.2703041619828765,0.21842811008247612,-0.9796008057510902,0.55
72,1,89.05,6254.45,0,0,0,1,1,0,0,0,1.3423997654271964,0.8073040311249439,1.3836104473882165,18.7
58,0,45.3,2651.2,1,1,0,0,0,0,1,0,1.002685710588044,-0.6313668917649817,0.539845055367526,-25.05
16,1,20.4,321.4,0,1,0,0,0,0,1,0,-0.448619898948372,-1.4923944221032797,-0.8973724301546946,-49.95
43,1,84.25,3539.25,0,0,1,0,1,0,0,0,0.5845984244882567,0.6524671082194867,0.8036128194303301,13.9
2,1,104.4,242.8,1,1,0,0,0,0,1,0,-1.5006572680319321,1.2986738041624333,-1.0365779688128514,34.05
14,1,81.95,1181.75,0,0,0,1,0,0,0,1,-0.5547408378026305,0.5780563028627803,-0.10299059265622706,11.6
53,1,94.85,5000.2,1,0,1,0,1,0,0,0,0.8706501574850521,0.9936190161229727,1.145583022161792,24.5
32,1,20.55,654.55,0,0,1,0,1,0,0,0,0.224542435670572,-1.4870463849448152,-0.4961747028383396,-49.8
34,1,24.7,780.2,0,1,0,0,0,0,1,0,0.29446662195478274,-1.3400710232945148,-0.3854158212254466,-45.65
15,1,74.45,1145.7,1,1,0,0,0,0,0,1,-0.5007629740697964,0.3343670792940857,-0.12510840149151384,4.1
7,1,76.45,503.6,1,1,0,0,1,0,0,0,-1.0064820089535154,0.39951281081827733,-0.6525840907531956,6.1
15,1,105.35,1559.25,0,1,0,0,1,0,0,0,-0.5007629740697964,1.3289090646877295,0.1028584731049832,35.0
61,1,20.55,1252.0,0,0,1,0,0,1,0,0,1.0789523761275142,-1.4870463849448152,-0.061296774530795406,-49.8
1,0,29.95,29.95,1,1,0,0,1,0,0,0,-1.64951068859475,-1.1565219148242423,-1.8091469046981297,-40.4
1,1,45.3,45.3,0,1,0,0,0,0,0,1,-1.64951068859475,-0.6313668917649817,-1.688335969144807,-25.05
8,1,84.5,662.65,1,1,0,0,1,0,0,0,-0.9312131934186263,0.6605465631090969,-0.48857747412142494,14.15
33,1,74.75,2453.3,0,0,1,0,0,1,0,0,0.25978882803406383,0.34414669742599524,0.47224778810584694,4.4
13,1,79.25,1111.65,1,1,0,0,0,0,1,0,-0.6107472632943244,0.4905165741660552,-0.14648109521593625,8.9
1,0,24.8,24.8,1,1,0,0,0,0,1,0,-1.64951068859475,-1.3365514377499943,-1.8598206933876036,-45.55
20,1,51.8,1023.85,0,1,0,0,0,0,0,1,-0.25541534333978894,-0.41299512977931085,-0.20393893323272802,-18.55
3,0,30.4,82.15,0,1,0,0,0,0,1,0,-1.3774251677095442,-1.1408978206261327,-1.4891846845361232,-39.95
13,1,19.65,244.8,0,0,1,0,0,0,1,0,-0.6107472632943244,-1.519175046644072,-1.0326464507660158,-50.7
40,1,56.6,2379.1,0,1,0,0,0,1,0,0,0.4918803330743284,-0.25297547584760804,0.445852833802505,-13.75
43,1,71.9,3173.35,0,0,1,0,0,1,0,0,0.5845984244882567,0.2511273566915285,0.7017012698654002,1.55
6,1,91.0,531.0,1,1,0,0,0,0,1,0,-1.0871551037834613,0.8700371003549093,-0.6218128250375853,20.65
69,1,19.75,1375.4,0,0,0,1,1,0,0,0,1.2728631746441463,-1.5156003495469343,0.007897003827041256,-50.6
72,1,109.7,8129.3,0,0,0,1,0,1,0,0,1.3423997654271964,1.4671120201276122,1.6801769514713254,39.35
59,1,19.3,1192.7,0,0,0,1,0,1,0,0,1.0283412722014162,-1.5316962330766368,-0.09637217899803743,-51.05
20,1,96.55,1901.65,0,1,0,0,0,0,1,0,-0.25541534333978894,1.0480744495177736,0.2594363360576238,26.2
24,1,24.1,587.4,0,0,0,1,1,0,0,0,-0.08166574183383808,-1.361209152293633,-0.5620208676756453,-46.25
59,1,111.35,6519.75,0,1,0,0,0,0,1,0,1.0283412722014162,1.5194319602824262,1.4292970774601073,41.0
72,1,112.25,8041.65,0,0,0,1,1,0,0,0,1.3423997654271964,1.5479470154984394,1.6675199867213748,41.9
1,1,20.75,20.75,0,1,0,0,0,0,0,1,-1.64951068859475,-1.4799197857096422,-1.9052863710138486,-49.6
27,1,101.9,2681.15,0,0,1,0,0,1,0,0,0.038755248387426125,1.2190141232113991,0.5497439864458885,31.55
14,1,80.05,1112.3,0,1,0,0,0,1,0,0,-0.5547408378026305,0.5164758167085427,-0.14606855834628066,9.7
71,1,105.55,7405.5,0,0,0,1,0,0,1,0,1.3193994974194543,1.3352719278365521,1.572429031562954,35.2
13,1,78.3,1033.95,0,1,0,0,0,1,0,0,-0.6107472632943244,0.4596660262507151,-0.19714651829144572,7.95
44,1,68.85,2958.95,0,1,0,0,0,1,0,0,0.6147237935498152,0.15129287248212267,0.6378416952645568,-1.5
33,1,79.95,2684.85,0,0,1,0,1,0,0,0,0.25978882803406383,0.5132319123306867,0.5509611570907532,9.6
72,0,55.45,4179.2,0,0,0,1,0,1,0,0,1.3423997654271964,-0.2912239967093456,0.9643512292670242,-14.9
1,1,79.9,79.9,1,1,0,0,0,0,1,0,-1.64951068859475,0.5116098532061313,-1.4991900822534352,9.55
19,1,106.6,1934.45,1,1,0,0,0,0,1,0,-0.30165965002809025,1.3686630536390418,0.27329745694594604,36.25
64,1,102.45,6654.1,0,0,1,0,0,1,0,0,1.1532048597782154,1.2365509582132554,1.4519056034856106,32.1
2,1,46.0,84.5,1,1,0,0,0,1,0,0,-1.5006572680319321,-0.6077500472925562,-1.4789481193664626,-24.35
1,0,25.25,25.25,0,1,0,0,0,0,1,0,-1.64951068859475,-1.3207252587737153,-1.8551060941006237,-45.1
61,1,19.75,1124.2,0,0,0,1,0,0,0,1,1.0789523761275142,-1.5156003495469343,-0.13854754753559137,-50.6
29,1,20.0,540.05,0,0,1,0,0,0,1,0,0.1151106542720647,-1.5066689564812639,-0.6119095346990185,-50.35
23,1,86.8,1975.85,0,1,0,0,0,0,1,0,-0.1235691070706996,0.734799330697728,0.2905447287582168,16.45
57,0,58.75,3437.45,0,1,0,0,1,0,0,0,0.9767885976958255,-0.18161218382616526,0.7760806479010659,-11.6
72,0,45.25,3139.8,0,0,0,1,0,1,0,0,1.3423997654271964,-0.6330547773441222,0.6919252795649166,-25.1
66,0,56.6,3789.2,0,0,0,1,1,0,0,0,1.2016586436086107,-0.25297547584760804,0.8687895177762062,-13.75
65,1,84.2,5324.5,0,0,0,1,1,0,0,0,1.177533226731727,0.6508510150293368,1.2110558964137266,13.85
8,1,80.0,624.6,0,1,0,0,1,0,0,0,-0.9312131934186263,0.514853900149108,-0.5248893870453331,9.65
4,1,70.15,268.35,1,1,0,0,0,0,1,0,-1.2703041619828765,0.1938824484607089,-0.9880578078881767,-0.2
71,1,24.75,1836.9,0,0,0,1,1,0,0,0,1.3193994974194543,-1.338311108920129,0.23154093626517666,-45.6
1,1,20.2,20.2,0,0,1,0,0,0,1,0,-1.64951068859475,-1.4995292931128832,-1.911937689041625,-50.15
4,1,50.05,179.35,1,1,0,0,0,0,0,1,-1.2703041619828765,-0.4715889495861001,-1.1760918743865758,-20.3
12,1,19.35,219.35,0,0,1,0,1,0,0,0,-0.6690121449776787,-1.5299065574291648,-1.0845755942675528,-51.0
